ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE
2580	"ENSMUSG00000039660"	"Spout1"	chr2	-	30175918	30176002	30175918	30175991	30176361	30176492
2581	"ENSMUSG00000020828"	"Pld2"	chr11	+	70555298	70555381	70555331	70555381	70555050	70555164
2582	"ENSMUSG00000050933"	"Vmn1r231"	chr17	-	20889182	20890916	20889182	20890454	20892026	20892095
2583	"ENSMUSG00000018659"	"Pnpo"	chr11	-	96940015	96940955	96940015	96940069	96942409	96942534
2584	"ENSMUSG00000062906"	"Hdac10"	chr15	-	89124174	89124428	89124174	89124253	89124531	89124588
2585	"ENSMUSG00000062906"	"Hdac10"	chr15	-	89124174	89124588	89124174	89124253	89124712	89124804
2586	"ENSMUSG00000037503"	"Fam168b"	chr1	-	34819591	34819790	34819591	34819769	34819866	34820009
2587	"ENSMUSG00000037503"	"Fam168b"	chr1	-	34819866	34819963	34819866	34819920	34828766	34828847
2588	"ENSMUSG00000037503"	"Fam168b"	chr1	-	34819866	34820009	34819866	34819920	34828766	34828847
2589	"ENSMUSG00000037503"	"Fam168b"	chr1	-	34819866	34820009	34819866	34819963	34828766	34828847
2590	"ENSMUSG00000028959"	"Fastk"	chr5	-	24441335	24441465	24441335	24441450	24441527	24441663
2591	"ENSMUSG00000027104"	"Atf2"	chr2	-	73880284	73880381	73880284	73880379	73892474	73892628
2592	"ENSMUSG00000020472"	"Zkscan17"	chr11	-	59503383	59503810	59503383	59503763	59504147	59504254
2593	"ENSMUSG00000040370"	"Etfrf1"	chr6	+	145214521	145215271	145215183	145215271	145211133	145211476
2594	"ENSMUSG00000040370"	"Etfrf1"	chr6	+	145214521	145215271	145215183	145215271	145211155	145211252
2595	"ENSMUSG00000030774"	"Pak1"	chr7	+	97854435	97854649	97854438	97854649	97842934	97843141
2596	"ENSMUSG00000053332"	"Gas5"	chr1	+	161036207	161036579	161036548	161036579	161035982	161036014
2597	"ENSMUSG00000053332"	"Gas5"	chr1	+	161037287	161037547	161037504	161037547	161036819	161036852
2598	"ENSMUSG00000015095"	"Fbxw5"	chr2	+	25502856	25503045	25502870	25503045	25501935	25502151
2599	"ENSMUSG00000015095"	"Fbxw5"	chr2	+	25502856	25503045	25502870	25503045	25502400	25502558
2600	"ENSMUSG00000078532"	"Nkain1"	chr4	-	130533847	130534062	130533847	130534045	130537260	130537341
2601	"ENSMUSG00000080316"	"Spaca6"	chr17	+	17836084	17836153	17836108	17836153	17832058	17832139
2602	"ENSMUSG00000080316"	"Spaca6"	chr17	+	17837664	17837769	17837669	17837769	17837508	17837586
2603	"ENSMUSG00000080316"	"Spaca6"	chr17	+	17838315	17838526	17838338	17838526	17838086	17838243
2604	"ENSMUSG00000045503"	"Sys1"	chr2	+	164464357	164467327	164467147	164467327	164463300	164463368
2605	"ENSMUSG00000000386"	"Mx1"	chr16	-	97457299	97457492	97457299	97457469	97460755	97460946
2606	"ENSMUSG00000041360"	"Pum3"	chr19	-	27398881	27399104	27398881	27399100	27399678	27399821
2607	"ENSMUSG00000041360"	"Pum3"	chr19	-	27420017	27420121	27420017	27420117	27421296	27421471
2608	"ENSMUSG00000020827"	"Mink1"	chr11	+	70603767	70603943	70603870	70603943	70603469	70603548
2609	"ENSMUSG00000020827"	"Mink1"	chr11	+	70605949	70606164	70606047	70606164	70604994	70605205
2610	"ENSMUSG00000020827"	"Mink1"	chr11	+	70610077	70610183	70610080	70610183	70609553	70609717
2611	"ENSMUSG00000117427"	"Gm36199"	chr17	+	29465793	29466072	29465822	29466072	29465427	29465540
2612	"ENSMUSG00000021302"	"Ggps1"	chr13	-	14059318	14059457	14059318	14059450	14063205	14063413
2613	"ENSMUSG00000031328"	"Flna"	chrX	-	74228320	74228541	74228320	74228524	74228759	74228921
2614	"ENSMUSG00000031328"	"Flna"	chrX	-	74240204	74240328	74240204	74240326	74240412	74240550
2615	"ENSMUSG00000002825"	"Qtrt1"	chr9	+	21412370	21412531	21412392	21412531	21412232	21412301
2616	"ENSMUSG00000062713"	"Sim2"	chr16	+	94123164	94123576	94123172	94123576	94122602	94122771
2617	"ENSMUSG00000039361"	"Picalm"	chr7	+	90191140	90191272	90191155	90191272	90189149	90189257
2618	"ENSMUSG00000055725"	"Paqr3"	chr5	-	97099545	97099743	97099545	97099680	97103359	97103515
2619	"ENSMUSG00000027520"	"Zdbf2"	chr1	+	63290646	63290782	63290676	63290782	63280766	63280877
2620	"ENSMUSG00000061474"	"Mrps36"	chr13	-	100739013	100739201	100739013	100739195	100741167	100741231
2621	"ENSMUSG00000028644"	"Ermap"	chr4	-	119188175	119188334	119188175	119188321	119188858	119188943
2622	"ENSMUSG00000035798"	"Zdhhc17"	chr10	-	110967683	110967846	110967683	110967805	110968428	110968493
2623	"ENSMUSG00000041215"	"Yeats2"	chr16	+	20193158	20193266	20193161	20193266	20190385	20190489
2624	"ENSMUSG00000041215"	"Yeats2"	chr16	+	20221660	20221753	20221673	20221753	20219617	20219691
2625	"ENSMUSG00000039678"	"Tbc1d13"	chr2	+	30135368	30135552	30135408	30135552	30134796	30134870
2626	"ENSMUSG00000015452"	"Ager"	chr17	+	34598379	34598572	34598406	34598572	34598140	34598247
2627	"ENSMUSG00000051811"	"Cox6b2"	chr7	-	4752060	4752172	4752060	4752161	4752723	4752849
2628	"ENSMUSG00000060816"	"Vmn1r52"	chr6	+	90178258	90178407	90178275	90178407	90177849	90177936
2629	"ENSMUSG00000060816"	"Vmn1r52"	chr6	+	90178258	90178407	90178314	90178407	90177849	90177936
2630	"ENSMUSG00000060816"	"Vmn1r52"	chr6	+	90178275	90178407	90178314	90178407	90177849	90177936
2631	"ENSMUSG00000060816"	"Vmn1r52"	chr6	+	90178684	90181248	90179290	90181248	90177849	90177936
2632	"ENSMUSG00000060816"	"Vmn1r52"	chr6	+	90178684	90181248	90179353	90181248	90177849	90177936
2633	"ENSMUSG00000060816"	"Vmn1r52"	chr6	+	90179290	90181248	90179353	90181248	90177849	90177936
2634	"ENSMUSG00000060816"	"Vmn1r52"	chr6	+	90178684	90181248	90179290	90181248	90178258	90178407
2635	"ENSMUSG00000022206"	"Npr3"	chr15	-	11846297	11846385	11846297	11846382	11848468	11848604
2636	"ENSMUSG00000022521"	"Crebbp"	chr16	-	4101557	4101668	4101557	4101638	4107427	4107516
2637	"ENSMUSG00000002319"	"Ipo4"	chr14	-	55628591	55628684	55628591	55628639	55628793	55628987
2638	"ENSMUSG00000029020"	"Mfn2"	chr4	-	147887205	147887348	147887205	147887313	147887414	147887523
2639	"ENSMUSG00000019996"	"Map7"	chr10	+	20261834	20261983	20261858	20261983	20257183	20257297
2640	"ENSMUSG00000028456"	"Unc13b"	chr4	+	43249456	43249581	43249459	43249581	43245467	43245596
2641	"ENSMUSG00000040865"	"Ino80d"	chr1	-	63093284	63093531	63093284	63093440	63093639	63093730
2642	"ENSMUSG00000092120"	"Vmn2r90"	chr17	+	17712041	17712333	17712271	17712333	17703746	17704149
2643	"ENSMUSG00000092120"	"Vmn2r90"	chr17	+	17733235	17735156	17733262	17735156	17728029	17728153
2644	"ENSMUSG00000022900"	"Ildr1"	chr16	+	36721435	36721669	36721537	36721669	36716106	36716253
2645	"ENSMUSG00000029352"	"Crybb3"	chr5	-	113080479	113080664	113080479	113080580	113081031	113081110
2646	"ENSMUSG00000020453"	"Patz1"	chr11	+	3306222	3306360	3306287	3306360	3299033	3299205
2647	"ENSMUSG00000007030"	"Vwa7"	chr17	+	35021510	35021627	35021573	35021627	35021147	35021260
2648	"ENSMUSG00000045576"	"St7l"	chr3	+	104874826	104874942	104874887	104874942	104873521	104873576
2649	"ENSMUSG00000045576"	"St7l"	chr3	+	104919350	104919501	104919446	104919501	104895695	104895798
2650	"ENSMUSG00000068114"	"Ccdc134"	chr15	+	82131716	82131829	82131744	82131829	82131423	82131545
2651	"ENSMUSG00000020087"	"Tysnd1"	chr10	+	61699442	61699628	61699483	61699628	61698297	61698428
2652	"ENSMUSG00000037949"	"Ano10"	chr9	-	122252935	122253127	122252935	122253051	122257055	122257238
2653	"ENSMUSG00000037949"	"Ano10"	chr9	-	122261083	122261653	122261083	122261479	122263669	122263789
2654	"ENSMUSG00000021221"	"Dpf3"	chr12	-	83331862	83331990	83331862	83331987	83350787	83350895
2655	"ENSMUSG00000039994"	"Timeless"	chr10	+	128250284	128250462	128250287	128250462	128249967	128250110
2656	"ENSMUSG00000018862"	"Otop3"	chr11	+	115344234	115345106	115344291	115345106	115340939	115341058
2657	"ENSMUSG00000047528"	"Flacc1"	chr1	-	58658119	58658434	58658119	58658430	58658995	58659105
2658	"ENSMUSG00000047528"	"Flacc1"	chr1	-	58679863	58679997	58679863	58679993	58690912	58690958
2659	"ENSMUSG00000039536"	"Stau1"	chr2	-	166951270	166952472	166951270	166951346	166953207	166953351
2660	"ENSMUSG00000039536"	"Stau1"	chr2	-	166953207	166953351	166953207	166953345	166954899	166955112
2661	"ENSMUSG00000039536"	"Stau1"	chr2	-	166954899	166955130	166954899	166955112	166960022	166960121
2662	"ENSMUSG00000020672"	"Sntg2"	chr12	-	30307326	30307378	30307326	30307360	30312535	30312673
2663	"ENSMUSG00000020672"	"Sntg2"	chr12	-	30307326	30307383	30307326	30307360	30312535	30312673
2664	"ENSMUSG00000020672"	"Sntg2"	chr12	-	30307326	30307383	30307326	30307378	30312535	30312673
2665	"ENSMUSG00000031842"	"Pde4c"	chr8	+	70749222	70749405	70749324	70749405	70748910	70749033
2666	"ENSMUSG00000020329"	"Polrmt"	chr10	-	79738327	79738450	79738327	79738410	79738681	79738804
2667	"ENSMUSG00000040296"	"Ddx58"	chr4	-	40227965	40228200	40227965	40228113	40229494	40229676
2668	"ENSMUSG00000073926"	"Olfr653"	chr7	+	104579373	104579523	104579394	104579523	104577545	104577598
2669	"ENSMUSG00000044798"	"Olfr923"	chr9	+	38827692	38830300	38828041	38830300	38826544	38826782
2670	"ENSMUSG00000021348"	"Prl7d1"	chr13	-	27714323	27714496	27714323	27714493	27716638	27716736
2671	"ENSMUSG00000067768"	"Xlr4b"	chrX	+	73215227	73215355	73215240	73215355	73214773	73214856
2672	"ENSMUSG00000036202"	"Rif1"	chr2	+	52116834	52116950	52116841	52116950	52116247	52116394
2673	"ENSMUSG00000055884"	"Fancm"	chr12	+	65101519	65101712	65101560	65101712	65099247	65099452
2674	"ENSMUSG00000009585"	"Apobec3"	chr15	+	79897694	79897971	79897743	79897971	79895410	79895558
2675	"ENSMUSG00000033728"	"Lrrc14"	chr15	+	76711355	76711530	76711421	76711530	76710963	76711083
2676	"ENSMUSG00000033728"	"Lrrc14"	chr15	+	76713400	76713985	76713815	76713985	76712866	76713220
2677	"ENSMUSG00000035545"	"Leng8"	chr7	+	4143258	4143697	4143418	4143697	4142833	4143037
2678	"ENSMUSG00000024393"	"Prrc2a"	chr17	-	35150816	35150905	35150816	35150902	35152617	35152785
2679	"ENSMUSG00000092008"	"Cyp2c69"	chr19	-	39877505	39877666	39877505	39877595	39881092	39881242
2680	"ENSMUSG00000039205"	"Ciz1"	chr2	+	32363432	32363656	32363622	32363656	32363060	32363158
2681	"ENSMUSG00000039205"	"Ciz1"	chr2	+	32370031	32370125	32370046	32370125	32367302	32367532
2682	"ENSMUSG00000087230"	"Mroh3"	chr1	-	136207752	136207882	136207752	136207878	136208247	136208327
2683	"ENSMUSG00000057335"	"Cep170"	chr1	-	176782496	176782555	176782496	176782551	176788466	176788545
2684	"ENSMUSG00000036099"	"Vezt"	chr10	-	93990139	93990287	93990139	93990283	93993516	93993666
2685	"ENSMUSG00000036099"	"Vezt"	chr10	-	93993516	93993666	93993516	93993654	93996837	93997113
2686	"ENSMUSG00000000605"	"Clcn4"	chr7	-	7295969	7296069	7295969	7296061	7296723	7296878
2687	"ENSMUSG00000032850"	"Rnft2"	chr5	-	118237126	118237599	118237126	118237596	118242457	118242516
2688	"ENSMUSG00000025909"	"Sntg1"	chr1	-	8677936	8677980	8677936	8677977	8679072	8679130
2689	"ENSMUSG00000094124"	"Ighv1-74"	chr12	-	115802647	115802952	115802647	115802949	115803034	115803080
2690	"ENSMUSG00000022621"	"Rabl2"	chr15	-	89583909	89584390	89583909	89584007	89586258	89586338
2691	"ENSMUSG00000032180"	"Tmed1"	chr9	-	21508930	21509351	21508930	21509114	21509993	21510187
2692	"ENSMUSG00000024471"	"Myot"	chr18	+	44336766	44337310	44336888	44337310	44334073	44334156
2693	"ENSMUSG00000038515"	"Grtp1"	chr8	-	13179582	13179759	13179582	13179755	13186882	13186979
2694	"ENSMUSG00000026418"	"Tnni1"	chr1	+	135805052	135805094	135805054	135805094	135803281	135803285
2695	"ENSMUSG00000095248"	"Olfr681"	chr7	+	105120379	105120727	105120563	105120727	105117991	105118136
2696	"ENSMUSG00000095248"	"Olfr681"	chr7	+	105121421	105125523	105121526	105125523	105120563	105120727
2697	"ENSMUSG00000074870"	"Cts3"	chr13	-	61567405	61567621	61567405	61567575	61568054	61568201
2698	"ENSMUSG00000074870"	"Cts3"	chr13	-	61568694	61568897	61568694	61568822	61570037	61570127
2699	"ENSMUSG00000074182"	"Znhit6"	chr3	+	145578220	145578358	145578251	145578358	145576850	145576996
2700	"ENSMUSG00000025199"	"Chuk"	chr19	-	44078888	44079266	44078888	44078985	44081945	44081995
2701	"ENSMUSG00000052955"	"Cpvl"	chr6	-	53974621	53974893	53974621	53974807	53978634	53978662
2702	"ENSMUSG00000060224"	"Pyroxd2"	chr19	-	42747496	42747608	42747496	42747590	42749383	42749403
2703	"ENSMUSG00000060224"	"Pyroxd2"	chr19	-	42747496	42747653	42747496	42747590	42749383	42749403
2704	"ENSMUSG00000060224"	"Pyroxd2"	chr19	-	42747496	42747653	42747496	42747608	42749383	42749403
2705	"ENSMUSG00000005981"	"Trap1"	chr16	-	4040358	4040490	4040358	4040431	4043952	4044098
2706	"ENSMUSG00000031543"	"Ank1"	chr8	+	23098920	23099019	23098924	23099019	23097845	23098043
2707	"ENSMUSG00000031543"	"Ank1"	chr8	+	23115355	23115567	23115453	23115567	23114780	23114935
2708	"ENSMUSG00000031543"	"Ank1"	chr8	+	23132096	23132634	23132561	23132634	23123831	23123978
2709	"ENSMUSG00000023947"	"Nfkbie"	chr17	+	45562001	45563166	45562069	45563166	45560407	45560647
2710	"ENSMUSG00000079324"	"4932414N04Rik"	chr2	+	68666134	68666208	68666137	68666208	68664328	68664401
2711	"ENSMUSG00000049624"	"Slc17a5"	chr9	-	78574649	78574753	78574649	78574737	78577029	78577263
2712	"ENSMUSG00000049624"	"Slc17a5"	chr9	-	78577029	78577263	78577029	78577185	78578510	78578707
2713	"ENSMUSG00000089809"	"Rasgef1b"	chr5	-	99234475	99234691	99234475	99234688	99240822	99240960
2714	"ENSMUSG00000004937"	"Sgta"	chr10	-	81050998	81051086	81050998	81051083	81051222	81051329
2715	"ENSMUSG00000019813"	"Cep57l1"	chr10	-	41740839	41740961	41740839	41740913	41743041	41743221
2716	"ENSMUSG00000041341"	"Atg2b"	chr12	-	105636446	105636555	105636446	105636552	105637910	105638137
2717	"ENSMUSG00000021414"	"Fam217a"	chr13	-	34913428	34913499	34913428	34913496	34913609	34913684
2718	"ENSMUSG00000033792"	"Atp7a"	chrX	+	106088334	106088517	106088337	106088517	106086088	106086814
2719	"ENSMUSG00000030965"	"Abraxas2"	chr7	+	132876597	132876717	132876635	132876717	132874826	132875017
2720	"ENSMUSG00000054263"	"Lifr"	chr15	+	7185066	7185733	7185565	7185733	7184716	7184818
2721	"ENSMUSG00000022160"	"Mettl3"	chr14	-	52298639	52298815	52298639	52298736	52299700	52299819
2722	"ENSMUSG00000018377"	"Vezf1"	chr11	+	88076172	88076374	88076190	88076374	88074661	88074725
2723	"ENSMUSG00000028402"	"Mpdz"	chr4	-	81326864	81326960	81326864	81326957	81329426	81329531
2724	"ENSMUSG00000020235"	"Fzr1"	chr10	-	81368522	81368756	81368522	81368596	81369073	81369258
2725	"ENSMUSG00000018449"	"Rpain"	chr11	+	70974899	70975040	70974993	70975040	70974068	70974132
2726	"ENSMUSG00000027953"	"Slc50a1"	chr3	-	89269049	89269298	89269049	89269211	89269826	89270139
2727	"ENSMUSG00000054808"	"Actn4"	chr7	-	28895120	28895186	28895120	28895180	28895431	28895512
2728	"ENSMUSG00000003279"	"Dlgap1"	chr17	+	70761074	70761445	70761158	70761445	70662568	70662809
2729	"ENSMUSG00000003279"	"Dlgap1"	chr17	+	70761074	70761445	70761158	70761445	70718195	70718225
2730	"ENSMUSG00000030761"	"Myo7a"	chr7	-	98064112	98064309	98064112	98064237	98064733	98064924
2731	"ENSMUSG00000030761"	"Myo7a"	chr7	-	98065611	98065895	98065611	98065781	98066340	98066467
2732	"ENSMUSG00000079378"	"Gm8279"	chr14	+	5138815	5139959	5139633	5139959	5134372	5134556
2733	"ENSMUSG00000026888"	"Grb14"	chr2	-	64912475	64912875	64912475	64912853	64914715	64914809
2734	"ENSMUSG00000021356"	"Irf4"	chr13	+	30753444	30753589	30753447	30753589	30752690	30752779
2735	"ENSMUSG00000090112"	"Shprh"	chr10	+	11166485	11166737	11166607	11166737	11164344	11164995
2736	"ENSMUSG00000076633"	"Ighv5-2"	chr12	-	113578503	113578810	113578503	113578807	113578944	113578990
2737	"ENSMUSG00000078490"	"Cfap74"	chr4	+	155463434	155463554	155463447	155463554	155463275	155463331
2738	"ENSMUSG00000078490"	"Cfap74"	chr4	+	155466303	155466823	155466307	155466823	155466061	155466196
2739	"ENSMUSG00000068823"	"Csde1"	chr3	+	103044577	103044841	103044628	103044841	103043805	103043931
2740	"ENSMUSG00000068823"	"Csde1"	chr3	+	103044577	103044841	103044758	103044841	103043805	103043931
2741	"ENSMUSG00000068823"	"Csde1"	chr3	+	103044628	103044841	103044758	103044841	103043805	103043931
2742	"ENSMUSG00000059562"	"Ccdc154"	chr17	+	25163408	25163598	25163502	25163598	25163115	25163311
2743	"ENSMUSG00000059562"	"Ccdc154"	chr17	+	25167869	25168014	25167889	25168014	25167687	25167816
2744	"ENSMUSG00000059562"	"Ccdc154"	chr17	+	25167869	25168014	25167895	25168014	25167687	25167816
2745	"ENSMUSG00000059562"	"Ccdc154"	chr17	+	25167889	25168014	25167895	25168014	25167687	25167816
2746	"ENSMUSG00000059562"	"Ccdc154"	chr17	+	25171119	25171206	25171125	25171206	25170869	25170987
2747	"ENSMUSG00000045980"	"Tmem104"	chr11	+	115205474	115205583	115205477	115205583	115205061	115205161
2748	"ENSMUSG00000024236"	"Svil"	chr18	+	5114507	5114686	5114530	5114686	5108574	5108708
2749	"ENSMUSG00000029625"	"Cpsf4"	chr5	+	145178757	145178928	145178783	145178928	145177229	145177302
2750	"ENSMUSG00000029625"	"Cpsf4"	chr5	+	145178757	145178928	145178832	145178928	145177229	145177302
2751	"ENSMUSG00000029625"	"Cpsf4"	chr5	+	145178757	145178928	145178835	145178928	145177229	145177302
2752	"ENSMUSG00000029625"	"Cpsf4"	chr5	+	145178783	145178928	145178832	145178928	145177229	145177302
2753	"ENSMUSG00000029625"	"Cpsf4"	chr5	+	145178783	145178928	145178835	145178928	145177229	145177302
2754	"ENSMUSG00000029625"	"Cpsf4"	chr5	+	145178832	145178928	145178835	145178928	145177229	145177302
2755	"ENSMUSG00000035805"	"Mlc1"	chr15	-	88977798	88978015	88977798	88977997	88978515	88979007
2756	"ENSMUSG00000032590"	"Apeh"	chr9	-	108087022	108087103	108087022	108087058	108087180	108087264
2757	"ENSMUSG00000095629"	"Vmn1r89"	chr7	+	13216835	13220657	13218963	13220657	13213019	13213317
2758	"ENSMUSG00000095629"	"Vmn1r89"	chr7	+	13216835	13220657	13219607	13220657	13213019	13213317
2759	"ENSMUSG00000095629"	"Vmn1r89"	chr7	+	13216835	13220657	13219970	13220657	13213019	13213317
2760	"ENSMUSG00000095629"	"Vmn1r89"	chr7	+	13218963	13220657	13219607	13220657	13213019	13213317
2761	"ENSMUSG00000095629"	"Vmn1r89"	chr7	+	13218963	13220657	13219970	13220657	13213019	13213317
2762	"ENSMUSG00000095629"	"Vmn1r89"	chr7	+	13219607	13220657	13219970	13220657	13213019	13213317
2763	"ENSMUSG00000095629"	"Vmn1r89"	chr7	+	13216835	13220657	13218963	13220657	13213019	13213667
2764	"ENSMUSG00000095629"	"Vmn1r89"	chr7	+	13216835	13220657	13219607	13220657	13213598	13213667
2765	"ENSMUSG00000095629"	"Vmn1r89"	chr7	+	13218963	13220657	13219607	13220657	13213598	13213667
2766	"ENSMUSG00000022412"	"Mief1"	chr15	+	80248240	80248503	80248326	80248503	80247873	80248051
2767	"ENSMUSG00000036733"	"Rbm42"	chr7	-	30645666	30645842	30645666	30645821	30645918	30645987
2768	"ENSMUSG00000028399"	"Ptprd"	chr4	-	76054588	76054603	76054588	76054600	76059668	76059829
2769	"ENSMUSG00000028399"	"Ptprd"	chr4	-	76085460	76085561	76085460	76085558	76102954	76103099
2770	"ENSMUSG00000028399"	"Ptprd"	chr4	-	76100446	76100752	76100446	76100630	76102954	76103099
2771	"ENSMUSG00000052595"	"A1cf"	chr19	+	31934627	31934833	31934651	31934833	31932424	31932698
2772	"ENSMUSG00000061387"	"Olfr1490"	chr19	+	13654427	13659545	13657432	13659545	13651090	13651137
2773	"ENSMUSG00000023206"	"Il15ra"	chr2	+	11723412	11723610	11723511	11723610	11720012	11720105
2774	"ENSMUSG00000034021"	"Pds5b"	chr5	+	150801118	150801229	150801121	150801229	150800577	150801017
2775	"ENSMUSG00000022827"	"Rabl3"	chr16	+	37563615	37563766	37563668	37563766	37559994	37560109
2776	"ENSMUSG00000014418"	"Hps5"	chr7	-	46767093	46767207	46767093	46767139	46768032	46768152
2777	"ENSMUSG00000014418"	"Hps5"	chr7	-	46778020	46778199	46778020	46778100	46779071	46779160
2778	"ENSMUSG00000014418"	"Hps5"	chr7	-	46783470	46783717	46783470	46783683	46786509	46786643
2779	"ENSMUSG00000025323"	"Sp4"	chr12	-	118254409	118254609	118254409	118254603	118261726	118261955
2780	"ENSMUSG00000040855"	"Reps2"	chrX	-	162514278	162514351	162514278	162514348	162518328	162518423
2781	"ENSMUSG00000040855"	"Reps2"	chrX	-	162552542	162552669	162552542	162552666	162554796	162554945
2782	"ENSMUSG00000028689"	"Ccdc163"	chr4	+	116709437	116709619	116709481	116709619	116709239	116709273
2783	"ENSMUSG00000028689"	"Ccdc163"	chr4	+	116711285	116711378	116711310	116711378	116710100	116710284
2784	"ENSMUSG00000028689"	"Ccdc163"	chr4	+	116714015	116714149	116714087	116714149	116712722	116712826
2785	"ENSMUSG00000018395"	"Kif3a"	chr11	+	53593373	53593530	53593394	53593530	53590716	53590725
2786	"ENSMUSG00000026427"	"Eif2d"	chr1	+	131160409	131160624	131160462	131160624	131158191	131158299
2787	"ENSMUSG00000031818"	"Cox4i1"	chr8	+	120672724	120672892	120672728	120672892	120669308	120669382
2788	"ENSMUSG00000076750"	"Tcrg-V3"	chr13	+	19242994	19243301	19242997	19243301	19242844	19242890
